,title,url,category
76,Tiệm Cafe Góc Nhỏ,https://www.google.com/maps/search/?api=1&query=Ti%E1%BB%87m%20Cafe%20G%C3%B3c%20Nh%E1%BB%8F&query_place_id=ChIJw9r_RFgTcTERbCauSSr4yTE,cafe
77,KHÓI BẾP ĐÀ LẠT - Nướng Lẩu & Hải Sản,https://www.google.com/maps/search/?api=1&query=KH%C3%93I%20B%E1%BA%BEP%20%C4%90%C3%80%20L%E1%BA%A0T%20-%20N%C6%B0%E1%BB%9Bng%20L%E1%BA%A9u%20%26%20H%E1%BA%A3i%20S%E1%BA%A3n&query_place_id=ChIJpzRZMAATcTERYaGkZXCZSnQ,restaurant
78,NA And Cakes - Đà Lạt,https://www.google.com/maps/search/?api=1&query=NA%20And%20Cakes%20-%20%C4%90%C3%A0%20L%E1%BA%A1t&query_place_id=ChIJHY1h5EUTcTERqqTUREWWrXc,cafe
79,Dốc House & Coffee Shop,https://www.google.com/maps/search/?api=1&query=D%E1%BB%91c%20House%20%26%20Coffee%20Shop&query_place_id=ChIJD5W6RIMTcTER2WPviJ4FMFE,cafe
80,Nhà Bên Rừng,https://www.google.com/maps/search/?api=1&query=Nh%C3%A0%20B%C3%AAn%20R%E1%BB%ABng&query_place_id=ChIJWw5ukW8TcTERhGX1TNSFZT0,cafe
81,Kimochi coffee,https://www.google.com/maps/search/?api=1&query=Kimochi%20coffee&query_place_id=ChIJaWfXbDMTcTERkeXOMmrK4aE,cafe
82,Đôi Đũa,https://www.google.com/maps/search/?api=1&query=%C4%90%C3%B4i%20%C4%90%C5%A9a&query_place_id=ChIJIb-5IywTcTERuR8T7aCBCLk,restaurant
83,The Scent Boutique Hotel,https://www.google.com/maps/search/?api=1&query=The%20Scent%20Boutique%20Hotel&query_place_id=ChIJuygTCLwScTERFyxDwGzYXCU,hotel
84,Nhà hàng sân vườn. Mai Anh Đào,https://www.google.com/maps/search/?api=1&query=Nh%C3%A0%20h%C3%A0ng%20s%C3%A2n%20v%C6%B0%E1%BB%9Dn.%20Mai%20Anh%20%C4%90%C3%A0o&query_place_id=ChIJZeHPkgATcTERAmFx6CDrouY,restaurant
85,Nhà hàng Đa Phú Đà Lạt,https://www.google.com/maps/search/?api=1&query=Nh%C3%A0%20h%C3%A0ng%20%C4%90a%20Ph%C3%BA%20%C4%90%C3%A0%20L%E1%BA%A1t&query_place_id=ChIJneT9SG1tcTERJjYL6ui51zQ,restaurant
