,title,url,category
34,THẢO HIỀN QUÁN ĐÀ LẠT,https://www.google.com/maps/search/?api=1&query=TH%E1%BA%A2O%20HI%E1%BB%80N%20QU%C3%81N%20%C4%90%C3%80%20L%E1%BA%A0T&query_place_id=ChIJg3vBLiQTcTERmGQQU6t7J5I,cafe_rooftop_Da_Lat
35,Thiên Hà Coffee & House,https://www.google.com/maps/search/?api=1&query=Thi%C3%AAn%20H%C3%A0%20Coffee%20%26%20House&query_place_id=ChIJOx6M88NtcTERiMo6ZehOMKI,cafe_rooftop_Da_Lat
36,B21 Cuisine,https://www.google.com/maps/search/?api=1&query=B21%20Cuisine&query_place_id=ChIJMWCrRykTcTERURY7YHaUWdY,cafe_rooftop_Da_Lat
37,The Blackout Dalat,https://www.google.com/maps/search/?api=1&query=The%20Blackout%20Dalat&query_place_id=ChIJ42Br7y0TcTER1fPRZ6HJQCc,cafe_rooftop_Da_Lat
38,Đà Lạt View,https://www.google.com/maps/search/?api=1&query=%C4%90%C3%A0%20L%E1%BA%A1t%20View&query_place_id=ChIJt0EWeAATcTERkSAcfLZoDBs,cafe_rooftop_Da_Lat
39,Tiệm Nướng Lửng Lơ - Tiệm Nướng View Đồi Thông Đà Lạt,https://www.google.com/maps/search/?api=1&query=Ti%E1%BB%87m%20N%C6%B0%E1%BB%9Bng%20L%E1%BB%ADng%20L%C6%A1%20-%20Ti%E1%BB%87m%20N%C6%B0%E1%BB%9Bng%20View%20%C4%90%E1%BB%93i%20Th%C3%B4ng%20%C4%90%C3%A0%20L%E1%BA%A1t&query_place_id=ChIJfyqdg-UTcTERHixw_42hUYI,cafe_rooftop_Da_Lat
40,Mizu Bar Dalat,https://www.google.com/maps/search/?api=1&query=Mizu%20Bar%20Dalat&query_place_id=ChIJM0hkW1JtcTERpcbSG1-tm8E,cafe_rooftop_Da_Lat
41,HuyEco Coffee & Culture,https://www.google.com/maps/search/?api=1&query=HuyEco%20Coffee%20%26%20Culture&query_place_id=ChIJwzR3AskTcTERCqsOBG_wJCA,cafe_rooftop_Da_Lat
42,Sunshine Coffee Dalat,https://www.google.com/maps/search/?api=1&query=Sunshine%20Coffee%20Dalat&query_place_id=ChIJNyjkLT0TcTERXICsT96afYc,cafe_rooftop_Da_Lat
43,3PM Café & Pastry,https://www.google.com/maps/search/?api=1&query=3PM%20Caf%C3%A9%20%26%20Pastry&query_place_id=ChIJT5hIBQATcTERKTZk0AU9OrI,cafe_rooftop_Da_Lat
44,Genji Coffee & Homestay,https://www.google.com/maps/search/?api=1&query=Genji%20Coffee%20%26%20Homestay&query_place_id=ChIJ25qBM8ZtcTERhOWIxLO42o8,cafe_rooftop_Da_Lat
45,Thôn Yang Kỳ - Đà Lạt,https://www.google.com/maps/search/?api=1&query=Th%C3%B4n%20Yang%20K%E1%BB%B3%20-%20%C4%90%C3%A0%20L%E1%BA%A1t&query_place_id=ChIJ5T9TFAATcTER3NnkTYmT8qA,cafe_rooftop_Da_Lat
46,Still Cafe,https://www.google.com/maps/search/?api=1&query=Still%20Cafe&query_place_id=ChIJawxt4R4TcTERR3yVdgtMhbI,cafe_rooftop_Da_Lat
47,The Fog On Site,https://www.google.com/maps/search/?api=1&query=The%20Fog%20On%20Site&query_place_id=ChIJBaiIQCkTcTERzXZTS4XoxVM,cafe_rooftop_Da_Lat
48,Coffee Bên Đồi,https://www.google.com/maps/search/?api=1&query=Coffee%20B%C3%AAn%20%C4%90%E1%BB%93i&query_place_id=ChIJxxA2WNZtcTERypNzHcOWe1g,cafe_rooftop_Da_Lat
49,MIRK,https://www.google.com/maps/search/?api=1&query=MIRK&query_place_id=ChIJt-scMq8TcTERYYLtR05dF7k,cafe_rooftop_Da_Lat
